Summary,Precipitation Type,Temperature,Humidity
Mostly Cloudy,rain,17.6,0.75
Breezy and Mostly Cloudy,rain,18.9,0.65
Mostly Cloudy,rain,18.9,0.67
Mostly Cloudy,rain,19.0,0.64
Breezy and Partly Cloudy,rain,20.0,0.57
Partly Cloudy,rain,18.9,0.6
Partly Cloudy,rain,17.4,0.57
Partly Cloudy,rain,16.1,0.56
Mostly Cloudy,rain,15.4,0.59
Partly Cloudy,rain,14.0,0.63
Clear,rain,21.2,0.83
Clear,rain,20.6,0.83
Partly Cloudy,rain,21.3,0.8
Clear,rain,21.6,0.76
Clear,rain,19.4,0.87
Clear,rain,20.4,0.82
Partly Cloudy,rain,22.0,0.82
Partly Cloudy,rain,23.8,0.74
Partly Cloudy,rain,27.4,0.6
Partly Cloudy,rain,30.0,0.49
Partly Cloudy,rain,32.2,0.41
Partly Cloudy,rain,33.7,0.38
Partly Cloudy,rain,35.1,0.33
Clear,rain,35.1,0.3
Partly Cloudy,rain,36.0,0.3
Partly Cloudy,rain,37.2,0.23
Partly Cloudy,rain,37.2,0.29
Partly Cloudy,rain,36.0,0.28
Partly Cloudy,rain,35.1,0.26
Partly Cloudy,rain,32.9,0.37
Partly Cloudy,rain,29.5,0.48
Partly Cloudy,rain,25.2,0.64
Partly Cloudy,rain,26.1,0.6
Partly Cloudy,rain,23.4,0.74
Partly Cloudy,rain,21.6,0.81
Partly Cloudy,rain,22.2,0.79
Clear,rain,22.3,0.78
Partly Cloudy,rain,22.0,0.77
Partly Cloudy,rain,21.0,0.82
Partly Cloudy,rain,19.2,0.87
Partly Cloudy,rain,21.0,0.81
Clear,rain,23.8,0.69
Clear,rain,26.0,0.69
Partly Cloudy,rain,28.7,0.59
Partly Cloudy,rain,31.9,0.5
Partly Cloudy,rain,32.4,0.5
Partly Cloudy,rain,32.7,0.5
Partly Cloudy,rain,33.8,0.41
Partly Cloudy,rain,33.9,0.45
Partly Cloudy,rain,32.7,0.47
Partly Cloudy,rain,32.2,0.51
Partly Cloudy,rain,32.4,0.49
Mostly Cloudy,rain,30.1,0.47
Mostly Cloudy,rain,29.9,0.48
Mostly Cloudy,rain,27.7,0.52
Mostly Cloudy,rain,27.0,0.51
Mostly Cloudy,rain,26.0,0.54
Partly Cloudy,rain,23.3,0.64
Partly Cloudy,rain,21.1,0.75
Partly Cloudy,rain,21.5,0.71
Partly Cloudy,rain,20.7,0.7
Partly Cloudy,rain,20.3,0.74
Partly Cloudy,rain,18.7,0.79
Partly Cloudy,rain,18.2,0.83
Partly Cloudy,rain,18.8,0.84
Partly Cloudy,rain,22.0,0.69
Partly Cloudy,rain,22.8,0.72
Partly Cloudy,rain,25.0,0.63
Partly Cloudy,rain,27.2,0.59
Partly Cloudy,rain,27.7,0.48
Partly Cloudy,rain,28.9,0.45
Partly Cloudy,rain,29.0,0.45
Partly Cloudy,rain,30.1,0.41
Partly Cloudy,rain,30.1,0.37
Partly Cloudy,rain,31.1,0.37
Partly Cloudy,rain,31.1,0.39
Partly Cloudy,rain,31.1,0.43
Clear,rain,29.0,0.42
Clear,rain,26.6,0.51
Clear,rain,22.3,0.72
Clear,rain,23.2,0.65
Clear,rain,23.5,0.63
Clear,rain,22.5,0.67
Clear,rain,18.8,0.84
Clear,rain,18.3,0.86
Clear,rain,17.2,0.9
Clear,rain,16.7,0.93
Partly Cloudy,rain,16.1,0.95
Partly Cloudy,rain,17.7,0.96
Partly Cloudy,rain,22.0,0.77
Partly Cloudy,rain,24.7,0.65
Partly Cloudy,rain,27.2,0.54
Partly Cloudy,rain,28.9,0.4
Partly Cloudy,rain,29.8,0.38
Mostly Cloudy,rain,31.2,0.41
Mostly Cloudy,rain,32.3,0.38
Mostly Cloudy,rain,32.2,0.32
Mostly Cloudy,rain,32.3,0.37
Mostly Cloudy,rain,32.8,0.3
Mostly Cloudy,rain,31.4,0.34
Mostly Cloudy,rain,32.3,0.33
Mostly Cloudy,rain,31.1,0.35
Mostly Cloudy,rain,26.8,0.54
Partly Cloudy,rain,22.4,0.72
Partly Cloudy,rain,23.4,0.64
Partly Cloudy,rain,23.0,0.64
Partly Cloudy,rain,24.2,0.61
Partly Cloudy,rain,23.2,0.69
Partly Cloudy,rain,24.2,0.64
Partly Cloudy,rain,21.0,0.79
Partly Cloudy,rain,19.9,0.84
Clear,rain,19.8,0.84
Partly Cloudy,rain,21.0,0.79
Partly Cloudy,rain,22.7,0.73
Partly Cloudy,rain,25.9,0.65
Partly Cloudy,rain,27.8,0.59
Partly Cloudy,rain,30.1,0.48
Partly Cloudy,rain,31.1,0.44
Clear,rain,32.9,0.39
Partly Cloudy,rain,34.0,0.32
Partly Cloudy,rain,33.9,0.34
Partly Cloudy,rain,34.1,0.3
Partly Cloudy,rain,34.1,0.34
Partly Cloudy,rain,34.0,0.3
Partly Cloudy,rain,32.9,0.32
Partly Cloudy,rain,32.3,0.38
Partly Cloudy,rain,28.3,0.51
Partly Cloudy,rain,27.2,0.53
Partly Cloudy,rain,27.1,0.53
Clear,rain,27.1,0.49
Partly Cloudy,rain,25.6,0.57
Partly Cloudy,rain,24.9,0.58
Partly Cloudy,rain,18.9,0.68
Partly Cloudy,rain,23.7,0.65
Partly Cloudy,rain,23.7,0.65
Partly Cloudy,rain,21.9,0.74
Partly Cloudy,rain,22.6,0.74
Partly Cloudy,rain,24.8,0.63
Partly Cloudy,rain,26.7,0.57
Clear,rain,27.6,0.54
Clear,rain,29.8,0.49
Clear,rain,30.7,0.46
Clear,rain,32.0,0.46
Clear,rain,32.6,0.47
Clear,rain,32.4,0.47
Clear,rain,32.0,0.49
Clear,rain,30.9,0.48
Clear,rain,30.0,0.47
Clear,rain,28.7,0.46
Clear,rain,26.0,0.47
Partly Cloudy,rain,25.1,0.49
Mostly Cloudy,rain,23.8,0.5
Mostly Cloudy,rain,23.1,0.55
Mostly Cloudy,rain,19.7,0.75
Mostly Cloudy,rain,19.4,0.69
Mostly Cloudy,rain,18.3,0.72
Partly Cloudy,rain,15.1,0.86
Partly Cloudy,rain,16.2,0.77
Partly Cloudy,rain,15.1,0.82
Partly Cloudy,rain,14.9,0.84
Partly Cloudy,rain,14.4,0.86
Partly Cloudy,rain,17.7,0.7
Partly Cloudy,rain,19.8,0.62
Partly Cloudy,rain,22.2,0.55
Partly Cloudy,rain,22.8,0.55
Partly Cloudy,rain,24.9,0.53
Partly Cloudy,rain,27.2,0.41
Mostly Cloudy,rain,27.2,0.4
Mostly Cloudy,rain,27.8,0.38
Partly Cloudy,rain,28.9,0.39
Partly Cloudy,rain,28.9,0.31
Partly Cloudy,rain,28.8,0.36
Partly Cloudy,rain,28.9,0.36
Partly Cloudy,rain,27.2,0.4
Partly Cloudy,rain,24.3,0.49
Partly Cloudy,rain,20.1,0.72
Partly Cloudy,rain,18.3,0.77
Partly Cloudy,rain,17.6,0.79
Partly Cloudy,rain,15.6,0.87
Partly Cloudy,rain,15.5,0.87
Clear,rain,18.4,0.83
Partly Cloudy,rain,13.8,0.93
Partly Cloudy,rain,13.3,0.93
Partly Cloudy,rain,13.2,0.95
Partly Cloudy,rain,13.9,0.93
Partly Cloudy,rain,19.8,0.78
Partly Cloudy,rain,24.6,0.59
Partly Cloudy,rain,27.1,0.44
Partly Cloudy,rain,28.8,0.37
Partly Cloudy,rain,28.8,0.39
Clear,rain,30.0,0.34
Partly Cloudy,rain,31.1,0.33
Partly Cloudy,rain,31.0,0.33
Partly Cloudy,rain,31.2,0.27
Partly Cloudy,rain,31.2,0.33
Partly Cloudy,rain,31.1,0.32
Partly Cloudy,rain,31.1,0.33
Partly Cloudy,rain,30.1,0.37
Partly Cloudy,rain,25.7,0.59
Partly Cloudy,rain,23.0,0.69
Partly Cloudy,rain,21.8,0.74
Clear,rain,20.9,0.76
Clear,rain,19.0,0.83
Clear,rain,18.4,0.83
Mostly Cloudy,rain,21.5,0.82
Clear,rain,19.4,0.84
Clear,rain,19.3,0.86
Partly Cloudy,rain,19.1,0.91
Clear,rain,19.9,0.92
Clear,rain,22.6,0.83
Clear,rain,24.9,0.73
Partly Cloudy,rain,27.2,0.64
Partly Cloudy,rain,28.8,0.55
Partly Cloudy,rain,29.8,0.49
Partly Cloudy,rain,30.9,0.48
Partly Cloudy,rain,32.0,0.45
Mostly Cloudy,rain,32.1,0.41
Partly Cloudy,rain,32.1,0.42
Partly Cloudy,rain,32.2,0.42
Partly Cloudy,rain,31.3,0.43
Mostly Cloudy,rain,31.2,0.43
Mostly Cloudy,rain,30.9,0.6
Partly Cloudy,rain,27.4,0.59
Partly Cloudy,rain,25.0,0.68
Mostly Cloudy,rain,25.3,0.68
Mostly Cloudy,rain,25.1,0.68
Mostly Cloudy,rain,23.6,0.72
Partly Cloudy,rain,22.1,0.81
Mostly Cloudy,rain,25.1,0.64
Mostly Cloudy,rain,22.0,0.87
Partly Cloudy,rain,20.5,0.92
Partly Cloudy,rain,20.0,0.96
Partly Cloudy,rain,19.9,0.92
Partly Cloudy,rain,22.0,0.87
Partly Cloudy,rain,24.5,0.71
Mostly Cloudy,rain,25.9,0.61
Mostly Cloudy,rain,27.0,0.61
Partly Cloudy,rain,29.6,0.52
Partly Cloudy,rain,30.9,0.46
Partly Cloudy,rain,32.6,0.44
Partly Cloudy,rain,33.7,0.36
Partly Cloudy,rain,34.9,0.31
Partly Cloudy,rain,34.0,0.35
Partly Cloudy,rain,34.8,0.3
Partly Cloudy,rain,32.7,0.37
Mostly Cloudy,rain,29.0,0.51
Partly Cloudy,rain,28.1,0.57
Mostly Cloudy,rain,27.7,0.55
Partly Cloudy,rain,28.0,0.56
Mostly Cloudy,rain,28.0,0.5
Partly Cloudy,rain,13.2,0.65
Partly Cloudy,rain,12.7,0.67
Partly Cloudy,rain,10.1,0.94
Partly Cloudy,rain,11.1,0.77
Partly Cloudy,rain,8.5,0.89
Partly Cloudy,rain,8.0,0.94
Mostly Cloudy,rain,11.2,0.86
Partly Cloudy,rain,12.8,0.89
Mostly Cloudy,rain,15.7,0.78
Mostly Cloudy,rain,16.1,0.72
Mostly Cloudy,rain,17.1,0.67
Mostly Cloudy,rain,18.5,0.62
Mostly Cloudy,rain,19.8,0.58
Partly Cloudy,rain,20.9,0.54
Mostly Cloudy,rain,17.6,0.69
Partly Cloudy,rain,15.3,0.85
Partly Cloudy,rain,17.9,0.69
Partly Cloudy,rain,16.2,0.75
Partly Cloudy,rain,16.2,0.77
Partly Cloudy,rain,16.2,0.79
Partly Cloudy,rain,14.2,0.82
Partly Cloudy,rain,12.3,0.92
Partly Cloudy,rain,11.7,0.95
Clear,rain,10.5,0.95
Mostly Cloudy,rain,27.3,0.51
Mostly Cloudy,rain,27.3,0.52
Mostly Cloudy,rain,17.2,0.9
Mostly Cloudy,rain,23.5,0.71
Mostly Cloudy,rain,21.5,0.8
Mostly Cloudy,rain,20.1,0.87
Mostly Cloudy,rain,22.0,0.77
Mostly Cloudy,rain,22.0,0.82
Mostly Cloudy,rain,23.8,0.74
Breezy and Mostly Cloudy,rain,22.0,0.66
Mostly Cloudy,rain,19.7,0.75
Mostly Cloudy,rain,19.2,0.79
Mostly Cloudy,rain,19.9,0.75
Mostly Cloudy,rain,19.0,0.84
Partly Cloudy,rain,19.0,0.9
Partly Cloudy,rain,18.1,0.98
Partly Cloudy,rain,19.1,0.91
Partly Cloudy,rain,21.2,0.79
Mostly Cloudy,rain,21.3,0.78
Partly Cloudy,rain,21.2,0.79
Partly Cloudy,rain,19.2,0.88
Mostly Cloudy,rain,17.7,0.84
Partly Cloudy,rain,17.2,0.82
Partly Cloudy,rain,16.0,0.9
Partly Cloudy,rain,15.1,0.93
Mostly Cloudy,rain,15.1,0.95
Mostly Cloudy,rain,15.6,0.81
Mostly Cloudy,rain,15.1,0.95
Mostly Cloudy,rain,15.5,0.87
Mostly Cloudy,rain,15.1,0.91
Mostly Cloudy,rain,16.0,0.87
Mostly Cloudy,rain,17.1,0.87
Mostly Cloudy,rain,17.7,0.85
Partly Cloudy,rain,17.6,0.85
Partly Cloudy,rain,17.1,0.87
Mostly Cloudy,rain,17.6,0.8
Overcast,rain,16.1,0.93
Overcast,rain,17.1,0.93
Overcast,rain,16.4,0.91
Mostly Cloudy,rain,16.7,0.89
Breezy and Mostly Cloudy,rain,17.8,0.78
Mostly Cloudy,rain,19.6,0.69
Partly Cloudy,rain,18.8,0.74
Mostly Cloudy,rain,18.8,0.69
Partly Cloudy,rain,17.4,0.75
Partly Cloudy,rain,15.1,0.87
Partly Cloudy,rain,15.1,0.89
Partly Cloudy,rain,16.2,0.78
Partly Cloudy,rain,16.0,0.76
Partly Cloudy,rain,15.0,0.79
Partly Cloudy,rain,14.7,0.97
Mostly Cloudy,rain,14.9,0.81
Partly Cloudy,rain,14.4,0.87
Partly Cloudy,rain,14.6,0.93
Mostly Cloudy,rain,15.0,0.93
Mostly Cloudy,rain,17.1,0.87
Mostly Cloudy,rain,18.5,0.8
Mostly Cloudy,rain,20.8,0.74
Mostly Cloudy,rain,22.0,0.65
Partly Cloudy,rain,22.4,0.64
Partly Cloudy,rain,22.8,0.61
Partly Cloudy,rain,25.0,0.54
Partly Cloudy,rain,25.7,0.47
Partly Cloudy,rain,26.0,0.49
Partly Cloudy,rain,26.7,0.48
Partly Cloudy,rain,24.9,0.54
Partly Cloudy,rain,19.3,0.82
Partly Cloudy,rain,19.0,0.83
Partly Cloudy,rain,19.2,0.81
Partly Cloudy,rain,17.3,0.87
Partly Cloudy,rain,16.7,0.93
Partly Cloudy,rain,15.8,0.95
Mostly Cloudy,rain,15.1,0.95
Partly Cloudy,rain,14.0,0.96
Overcast,rain,16.6,1.0
Mostly Cloudy,rain,14.4,1.0
Mostly Cloudy,rain,15.4,1.0
Mostly Cloudy,rain,15.9,0.97
Mostly Cloudy,rain,16.0,0.93
Mostly Cloudy,rain,17.7,0.97
Mostly Cloudy,rain,20.5,0.77
Mostly Cloudy,rain,20.9,0.69
Mostly Cloudy,rain,20.0,0.83
Mostly Cloudy,rain,22.0,0.7
Mostly Cloudy,rain,23.7,0.59
Partly Cloudy,rain,24.6,0.55
Partly Cloudy,rain,24.6,0.62
Partly Cloudy,rain,23.5,0.64
Mostly Cloudy,rain,17.5,0.98
Mostly Cloudy,rain,18.3,0.94
Mostly Cloudy,rain,17.9,0.96
Mostly Cloudy,rain,17.9,0.89
Mostly Cloudy,rain,17.8,0.9
Partly Cloudy,rain,17.8,0.96
Overcast,rain,17.2,0.97
Overcast,rain,17.2,0.97
Overcast,rain,17.2,0.97
Overcast,rain,16.6,1.0
Overcast,rain,16.6,0.94
Foggy,rain,16.6,1.0
Foggy,rain,16.6,0.97
Mostly Cloudy,rain,16.6,1.0
Mostly Cloudy,rain,16.1,1.0
Mostly Cloudy,rain,17.1,1.0
Mostly Cloudy,rain,17.8,0.97
Partly Cloudy,rain,19.9,0.84
Mostly Cloudy,rain,21.0,0.74
Partly Cloudy,rain,22.0,0.66
Mostly Cloudy,rain,22.2,0.68
Mostly Cloudy,rain,23.7,0.66
Mostly Cloudy,rain,24.0,0.55
Mostly Cloudy,rain,24.8,0.62
Mostly Cloudy,rain,24.8,0.51
Mostly Cloudy,rain,23.9,0.61
Mostly Cloudy,rain,23.8,0.63
Mostly Cloudy,rain,22.7,0.67
Mostly Cloudy,rain,20.3,0.84
Mostly Cloudy,rain,18.8,0.9
Mostly Cloudy,rain,18.7,0.92
Mostly Cloudy,rain,18.7,0.92
Overcast,rain,18.1,0.88
Overcast,rain,17.6,0.82
Mostly Cloudy,rain,14.4,0.99
Mostly Cloudy,rain,16.0,0.97
Overcast,rain,16.0,0.97
Overcast,rain,16.0,0.99
Overcast,rain,16.0,1.0
Overcast,rain,15.0,1.0
Overcast,rain,15.1,0.99
Overcast,rain,14.9,1.0
Overcast,rain,15.0,1.0
Overcast,rain,16.1,0.94
Mostly Cloudy,rain,16.1,1.0
Mostly Cloudy,rain,18.6,0.85
Mostly Cloudy,rain,19.5,0.86
Mostly Cloudy,rain,20.8,0.74
Mostly Cloudy,rain,19.7,0.79
Mostly Cloudy,rain,19.6,0.79
Partly Cloudy,rain,18.8,0.79
Partly Cloudy,rain,17.7,0.84
Mostly Cloudy,rain,17.1,0.82
Mostly Cloudy,rain,16.0,0.87
Mostly Cloudy,rain,15.5,0.93
Mostly Cloudy,rain,15.5,0.93
Mostly Cloudy,rain,14.5,0.96
Mostly Cloudy,rain,14.4,0.96
Overcast,rain,16.8,0.93
Mostly Cloudy,rain,14.3,0.96
Mostly Cloudy,rain,14.3,0.96
Mostly Cloudy,rain,14.4,0.96
Mostly Cloudy,rain,14.9,0.93
Overcast,rain,14.9,0.93
Overcast,rain,15.0,0.94
Mostly Cloudy,rain,17.2,0.87
Mostly Cloudy,rain,17.2,0.81
Overcast,rain,17.8,0.78
Mostly Cloudy,rain,18.9,0.77
Mostly Cloudy,rain,18.0,0.82
Mostly Cloudy,rain,20.7,0.74
Mostly Cloudy,rain,20.1,0.72
Mostly Cloudy,rain,21.1,0.68
Partly Cloudy,rain,20.9,0.64
Partly Cloudy,rain,21.0,0.69
Mostly Cloudy,rain,20.0,0.73
Mostly Cloudy,rain,18.9,0.83
Partly Cloudy,rain,18.8,0.84
Mostly Cloudy,rain,17.7,0.87
Mostly Cloudy,rain,16.9,0.93
Overcast,rain,17.2,0.93
Overcast,rain,17.2,0.93
Partly Cloudy,rain,15.4,0.96
Mostly Cloudy,rain,16.6,0.97
Mostly Cloudy,rain,16.0,0.97
Mostly Cloudy,rain,16.1,0.97
Mostly Cloudy,rain,15.5,1.0
Mostly Cloudy,rain,17.6,0.91
Mostly Cloudy,rain,17.7,0.91
Partly Cloudy,rain,18.8,0.85
Mostly Cloudy,rain,22.1,0.69
Mostly Cloudy,rain,21.3,0.71
Partly Cloudy,rain,22.3,0.64
Partly Cloudy,rain,23.8,0.58
Partly Cloudy,rain,24.0,0.57
Partly Cloudy,rain,23.9,0.58
Partly Cloudy,rain,25.0,0.5
Partly Cloudy,rain,25.9,0.5
Partly Cloudy,rain,25.0,0.54
Partly Cloudy,rain,23.9,0.62
Partly Cloudy,rain,20.6,0.79
Partly Cloudy,rain,17.8,0.89
Partly Cloudy,rain,17.7,0.9
Partly Cloudy,rain,16.8,0.93
Partly Cloudy,rain,15.6,0.96
Clear,rain,14.5,1.0
Partly Cloudy,rain,16.2,0.98
Mostly Cloudy,rain,15.5,0.96
Mostly Cloudy,rain,16.0,0.93
Mostly Cloudy,rain,16.0,0.91
Mostly Cloudy,rain,17.2,0.87
Mostly Cloudy,rain,17.7,0.9
Mostly Cloudy,rain,18.9,0.85
Overcast,rain,17.9,0.96
Overcast,rain,19.9,0.87
Overcast,rain,21.0,0.82
Overcast,rain,21.5,0.8
Partly Cloudy,rain,24.7,0.74
Partly Cloudy,rain,25.9,0.55
Partly Cloudy,rain,25.9,0.55
Mostly Cloudy,rain,26.0,0.54
Mostly Cloudy,rain,26.1,0.53
Mostly Cloudy,rain,25.9,0.51
Mostly Cloudy,rain,23.8,0.67
Mostly Cloudy,rain,22.8,0.7
Mostly Cloudy,rain,20.9,0.82
Mostly Cloudy,rain,20.8,0.82
Mostly Cloudy,rain,19.7,0.88
Mostly Cloudy,rain,18.7,0.93
Partly Cloudy,rain,17.6,0.97
Mostly Cloudy,rain,17.3,0.99
Partly Cloudy,rain,16.6,0.97
Partly Cloudy,rain,15.6,1.0
Mostly Cloudy,rain,16.2,0.99
Foggy,rain,17.2,1.0
Foggy,rain,17.2,1.0
Foggy,rain,17.3,0.99
Overcast,rain,17.8,1.0
Overcast,rain,18.8,0.93
Overcast,rain,19.9,0.85
Mostly Cloudy,rain,22.1,0.74
Mostly Cloudy,rain,22.1,0.74
Mostly Cloudy,rain,22.6,0.73
Mostly Cloudy,rain,22.3,0.76
Overcast,rain,22.2,0.73
Overcast,rain,21.9,0.77
Overcast,rain,22.1,0.76
Overcast,rain,21.0,0.82
Mostly Cloudy,rain,20.0,0.87
Overcast,rain,18.9,0.93
Overcast,rain,18.8,0.97
Overcast,rain,18.4,0.97
Clear,rain,9.6,0.99
Partly Cloudy,rain,9.0,0.99
Mostly Cloudy,rain,13.8,0.89
Partly Cloudy,rain,9.4,0.96
Partly Cloudy,rain,8.4,0.96
Foggy,rain,8.7,0.99
Partly Cloudy,rain,9.9,0.99
Partly Cloudy,rain,12.7,0.95
Partly Cloudy,rain,16.8,0.75
Partly Cloudy,rain,19.9,0.54
Partly Cloudy,rain,20.0,0.49
Partly Cloudy,rain,20.8,0.47
Mostly Cloudy,rain,20.1,0.48
Mostly Cloudy,rain,22.7,0.44
Mostly Cloudy,rain,22.2,0.39
Mostly Cloudy,rain,21.1,0.46
Mostly Cloudy,rain,22.1,0.43
Mostly Cloudy,rain,22.1,0.39
Overcast,rain,22.1,0.44
Overcast,rain,20.8,0.48
Overcast,rain,19.0,0.65
Overcast,rain,17.6,0.67
Overcast,rain,16.6,0.75
Overcast,rain,15.9,0.82
Overcast,rain,18.3,0.97
Overcast,rain,17.8,0.97
Partly Cloudy,rain,15.0,0.93
Overcast,rain,17.2,1.0
Overcast,rain,17.2,0.99
Overcast,rain,17.2,0.97
Mostly Cloudy,rain,17.2,0.99
Mostly Cloudy,rain,17.2,0.92
Mostly Cloudy,rain,17.7,0.79
Mostly Cloudy,rain,18.9,0.68
Breezy and Partly Cloudy,rain,21.1,0.59
Partly Cloudy,rain,22.1,0.58
Partly Cloudy,rain,22.7,0.57
Breezy and Partly Cloudy,rain,23.8,0.49
Partly Cloudy,rain,24.6,0.49
Partly Cloudy,rain,23.8,0.5
Partly Cloudy,rain,24.8,0.5
Partly Cloudy,rain,19.6,0.83
Partly Cloudy,rain,21.2,0.77
Mostly Cloudy,rain,18.1,0.88
Mostly Cloudy,rain,18.1,0.86
Mostly Cloudy,rain,17.4,0.91
Mostly Cloudy,rain,17.2,0.92
Mostly Cloudy,rain,18.2,0.76
Partly Cloudy,rain,16.6,0.81
Mostly Cloudy,rain,15.1,0.89
Clear,rain,14.4,0.95
Mostly Cloudy,rain,14.0,0.95
Partly Cloudy,rain,14.0,0.9
Mostly Cloudy,rain,13.7,0.91
Mostly Cloudy,rain,15.0,0.87
Mostly Cloudy,rain,16.1,0.87
Mostly Cloudy,rain,16.3,0.86
Mostly Cloudy,rain,17.2,0.75
Mostly Cloudy,rain,17.7,0.78
Mostly Cloudy,rain,18.9,0.73
Mostly Cloudy,rain,18.8,0.78
Mostly Cloudy,rain,19.9,0.73
Partly Cloudy,rain,20.9,0.63
Mostly Cloudy,rain,21.1,0.6
Mostly Cloudy,rain,21.0,0.63
Partly Cloudy,rain,20.3,0.67
Partly Cloudy,rain,20.0,0.68
Partly Cloudy,rain,19.9,0.68
Partly Cloudy,rain,17.7,0.78
Partly Cloudy,rain,16.2,0.92
Partly Cloudy,rain,16.7,0.89
Partly Cloudy,rain,15.8,0.89
Overcast,rain,14.5,0.89
Overcast,rain,14.5,0.89
Mostly Cloudy,rain,15.1,0.92
Overcast,rain,15.0,0.83
Overcast,rain,15.5,0.81
Overcast,rain,15.6,0.8
Mostly Cloudy,rain,16.0,0.78
Mostly Cloudy,rain,16.2,0.78
Mostly Cloudy,rain,17.2,0.75
Mostly Cloudy,rain,18.8,0.73
Mostly Cloudy,rain,20.0,0.68
Mostly Cloudy,rain,20.0,0.63
Mostly Cloudy,rain,21.2,0.63
Mostly Cloudy,rain,22.7,0.62
Mostly Cloudy,rain,22.2,0.63
Mostly Cloudy,rain,22.3,0.61
Mostly Cloudy,rain,22.8,0.57
Mostly Cloudy,rain,22.9,0.56
Clear,rain,22.8,0.57
Clear,rain,22.7,0.57
Partly Cloudy,rain,20.5,0.7
Mostly Cloudy,rain,17.4,0.85
Partly Cloudy,rain,15.7,0.92
Partly Cloudy,rain,16.5,0.9
Partly Cloudy,rain,15.6,0.92
Partly Cloudy,rain,14.6,0.92
Clear,rain,12.9,0.93
Mostly Cloudy,rain,15.5,0.93
Overcast,rain,16.1,0.93
Overcast,rain,16.2,0.96
Mostly Cloudy,rain,17.2,0.93
Overcast,rain,17.7,0.96
Overcast,rain,17.9,0.96
Overcast,rain,19.0,0.92
Mostly Cloudy,rain,21.1,0.8
Mostly Cloudy,rain,22.5,0.78
Mostly Cloudy,rain,23.8,0.65
Partly Cloudy,rain,24.0,0.61
Partly Cloudy,rain,23.9,0.61
Partly Cloudy,rain,26.0,0.5
Partly Cloudy,rain,26.0,0.44
Partly Cloudy,rain,25.0,0.45
Partly Cloudy,rain,25.0,0.39
Partly Cloudy,rain,23.8,0.41
Partly Cloudy,rain,21.3,0.55
Partly Cloudy,rain,17.3,0.74
Partly Cloudy,rain,16.1,0.8
Partly Cloudy,rain,14.9,0.83
Partly Cloudy,rain,13.4,0.89
Clear,rain,13.0,0.89
Clear,rain,14.2,0.89
Clear,rain,11.9,0.92
Partly Cloudy,rain,11.8,0.95
Partly Cloudy,rain,11.5,0.92
Partly Cloudy,rain,12.8,0.96
Partly Cloudy,rain,16.1,0.81
Partly Cloudy,rain,18.7,0.68
Partly Cloudy,rain,21.0,0.59
Mostly Cloudy,rain,22.2,0.59
Mostly Cloudy,rain,23.8,0.53
Mostly Cloudy,rain,25.0,0.47
Mostly Cloudy,rain,25.0,0.5
Mostly Cloudy,rain,25.9,0.4
Mostly Cloudy,rain,27.2,0.39
Mostly Cloudy,rain,27.2,0.39
Partly Cloudy,rain,27.1,0.4
Partly Cloudy,rain,26.2,0.39
Partly Cloudy,rain,26.1,0.42
Partly Cloudy,rain,23.2,0.51
Partly Cloudy,rain,18.0,0.77
Partly Cloudy,rain,16.9,0.85
Clear,rain,16.1,0.87
Clear,rain,15.1,0.9
Partly Cloudy,rain,14.5,0.93
Clear,rain,16.6,0.87
Clear,rain,13.5,0.95
Partly Cloudy,rain,13.5,0.95
Clear,rain,14.2,0.92
Clear,rain,15.1,0.92
Partly Cloudy,rain,19.9,0.74
Partly Cloudy,rain,23.7,0.61
Partly Cloudy,rain,27.1,0.55
Partly Cloudy,rain,27.8,0.49
Partly Cloudy,rain,28.9,0.4
Partly Cloudy,rain,29.0,0.43
Partly Cloudy,rain,30.0,0.37
Partly Cloudy,rain,31.0,0.33
Partly Cloudy,rain,31.2,0.38
Partly Cloudy,rain,31.2,0.32
Partly Cloudy,rain,31.3,0.34
Partly Cloudy,rain,31.1,0.34
Partly Cloudy,rain,31.0,0.33
Mostly Cloudy,rain,25.8,0.59
Partly Cloudy,rain,22.3,0.73
Partly Cloudy,rain,20.6,0.81
Clear,rain,19.4,0.85
Partly Cloudy,rain,18.9,0.84
Partly Cloudy,rain,17.3,0.87
Clear,rain,18.5,0.82
Clear,rain,16.7,0.9
Clear,rain,17.2,0.9
Clear,rain,16.5,0.92
Clear,rain,18.8,0.84
Partly Cloudy,rain,22.1,0.74
Partly Cloudy,rain,24.8,0.65
Partly Cloudy,rain,28.7,0.55
Partly Cloudy,rain,29.9,0.46
Partly Cloudy,rain,30.9,0.4
Clear,rain,32.8,0.37
Partly Cloudy,rain,32.8,0.4
Partly Cloudy,rain,33.7,0.36
Partly Cloudy,rain,33.9,0.35
Partly Cloudy,rain,33.9,0.37
Mostly Cloudy,rain,31.9,0.42
Mostly Cloudy,rain,32.8,0.37
Partly Cloudy,rain,32.2,0.42
Partly Cloudy,rain,30.9,0.46
Partly Cloudy,rain,25.0,0.69
Partly Cloudy,rain,23.2,0.7
Clear,rain,22.3,0.72
Clear,rain,20.0,0.84
Clear,rain,19.9,0.82
Clear,rain,20.6,0.83
Clear,rain,17.8,0.9
Clear,rain,17.2,0.93
Partly Cloudy,rain,16.9,0.97
Partly Cloudy,rain,17.3,0.97
Clear,rain,21.7,0.81
Clear,rain,27.0,0.61
Clear,rain,29.0,0.51
Clear,rain,32.2,0.44
Clear,rain,33.7,0.36
